date,equity,cash,long_mv,short_mv,gross_exposure,net_exposure,day_pnl,trade_fee,borrow_fee,cum_return
2026-04-10,1098354.7897278136,841504.7898231809,457389.99938964844,200539.99948501587,657929.9988746643,256849.99990463257,0.0,987.2802733118533,0.0,-0.00149564570198768
