date,equity,cash,long_mv,short_mv,gross_exposure,net_exposure,day_pnl,trade_fee,borrow_fee,cum_return
2026-04-10,1099504.9837385332,996999.9845926677,150225.00036656857,47720.00122070312,197945.0015872717,102504.99914586544,0.0,297.07125987962627,0.0,-0.0004500147831516532
