date,equity,cash,long_mv,short_mv,gross_exposure,net_exposure,day_pnl,trade_fee,borrow_fee,cum_return
2026-04-10,1098383.721871405,1212963.7365770629,265999.99237060547,380580.0070762634,646579.9994468689,-114580.01470565796,0.0,969.6981291482448,0.0,-0.0014693437532682374
