date,equity,cash,long_mv,short_mv,gross_exposure,net_exposure,day_pnl,trade_fee,borrow_fee,cum_return
2026-04-10,1098104.8615835423,822494.8593042607,516750.0014305115,241139.99915122983,757890.0005817413,275610.0022792816,0.0,1137.2484158760308,0.0,-0.0017228531058706142
