date,equity,cash,long_mv,short_mv,gross_exposure,net_exposure,day_pnl,trade_fee,borrow_fee,cum_return
2026-04-10,1097916.4933267334,776826.476961682,577150.0158309937,256059.99946594238,833210.015296936,321090.01636505127,0.0,1250.2966579699516,0.0,-0.0018940969756969794
