date,equity,cash,long_mv,short_mv,gross_exposure,net_exposure,day_pnl,trade_fee,borrow_fee,cum_return
2026-04-10,1097673.3343526656,600561.3341733749,713739.9959564209,216627.99577713013,930367.991733551,497112.0001792908,0.0,1396.2976556005954,0.0,-0.0021151505884858812
