date,equity,cash,long_mv,short_mv,gross_exposure,net_exposure,day_pnl,trade_fee,borrow_fee,cum_return
2026-04-10,1097757.5390995645,698832.541248312,647835.0015133619,248910.00366210935,896745.0051754713,398924.99785125256,0.0,1345.7158952599837,0.0,-0.0020386008185776516
